Date,Keywords,Classification,Positive,Negative,Neutral
20150224,keystone xl obama veto republicans pipeline,negative,0.27,0.71,0.02
20150224,crude oil greece bailout brent us supply opec,negative,0.05,0.95,0.0
20150224,wheat corn soybeans futures commodities,negative,0.13,0.85,0.02
20150224,oil prices supply glut us crude brent rig count,negative,0.02,0.97,0.0
20150225,copper china gold federal reserve interest rates,neutral,0.07,0.08,0.86
20150225,gold federal reserve interest rates dollar copper,negative,0.12,0.86,0.03
20150225,gold futures dollar index federal reserve china interest rates,negative,0.04,0.86,0.1
20150225,gold home sales federal reserve interest rates copper,negative,0.21,0.61,0.18
20150225,gold china federal reserve interest rates commodities,negative,0.06,0.52,0.41
20150225,natural gas storage heating demand futures weather,negative,0.17,0.73,0.1
20150225,crude oil saudi arabia us inventories refinery strikes oil prices,negative,0.03,0.96,0.0
20150225,oil prices crude inventories wti brent federal reserve,negative,0.01,0.98,0.0
20150225,oil prices saudi arabia us inventories refinery strikes crude production,negative,0.02,0.98,0.01
20150225,brent crude china demand saudi arabia oil stocks oil prices,negative,0.22,0.76,0.03
20150225,wheat futures global supply soybeans brazil strike corn prices,negative,0.2,0.8,0.0
20150225,venezuela exxon mobil arbitration nationalization compensation,positive,0.74,0.26,0.0
20150225,oil prices crude inventories wti brent supply glut,negative,0.02,0.98,0.0
20150226,copper china gold federal reserve dollar,positive,0.55,0.37,0.07
20150226,crude oil inventories dollar index cpi gasoline prices,negative,0.03,0.97,0.0
20150226,crude oil us dollar inventories brent opec,negative,0.01,0.99,0.01
20150226,gold federal reserve interest rates dollar commodities,negative,0.11,0.77,0.11
20150226,gold inflation us economy interest rates china,negative,0.15,0.85,0.01
20150226,gold us data federal reserve inflation durable goods,negative,0.04,0.96,0.0
20150226,gold copper japan inflation interest rates,negative,0.04,0.96,0.0
20150226,natural gas futures storage demand prices,negative,0.19,0.8,0.01
20150226,crude oil japan industrial output inventories prices,positive,0.82,0.17,0.01
20150226,soybeans brazil wheat corn futures,negative,0.47,0.51,0.02
20150226,crude oil inventories wti brent saudi arabia,negative,0.01,0.99,0.0
20150227,crude oil us dollar economic data futures brent,negative,0.14,0.84,0.02
20150227,gold prices us economy jobless claims durable goods federal reserve,negative,0.02,0.98,0.0
20150227,gold us economy interest rates dollar commodities,negative,0.08,0.9,0.03
20150227,crude oil price volatility inventories rig count brent,negative,0.12,0.87,0.01
20150301,crude oil production cuts rig count brent china economy,positive,1.0,0.0,0.0
20150301,gold federal reserve interest rates china stimulus copper,negative,0.48,0.51,0.01
20150301,gold china interest rates manufacturing commodities,negative,0.03,0.94,0.03
20150301,soybeans brazil wheat corn futures,negative,0.47,0.51,0.02
20150301,natural gas futures storage weather demand,negative,0.05,0.87,0.08
20150301,crude oil china manufacturing inventories rig count,neutral,0.03,0.14,0.83
20150302,copper prices china interest rates manufacturing us dollar,negative,0.04,0.96,0.01
20150302,crude oil supply glut rig count brent us dollar,negative,0.03,0.96,0.0
20150302,gold prices china demand india import tax precious metals market trends,negative,0.24,0.73,0.03
20150302,gold china interest rates manufacturing commodities,negative,0.03,0.94,0.03
20150302,gold us economy china rate cut consumer spending copper,negative,0.07,0.93,0.0
20150302,gold prices china policy india import manufacturing pmi precious metals,neutral,0.01,0.09,0.89
20150302,natural gas prices weather storage futures,negative,0.07,0.92,0.01
20150302,crude oil us supplies economic data brent opec,negative,0.03,0.97,0.0
20150302,brent crude iran sanctions oil exports libya output dollar strength,negative,0.01,0.98,0.01
20150302,oil prices libya iran crude futures sanctions,positive,0.54,0.42,0.05
20150302,soybeans brazil futures wheat exports,positive,0.78,0.2,0.01
20150302,oil prices wti us economy supply glut brent,negative,0.01,0.99,0.0
20150303,brent crude oil prices us inventories rig count opec,negative,0.01,0.97,0.02
20150303,copper china manufacturing interest rates commodities,neutral,0.02,0.33,0.64
20150303,crude oil inventories rig count brent opec,negative,0.02,0.9,0.09
20150303,oil prices netanyahu iran saudi arabia crude futures,negative,0.13,0.83,0.04
20150303,gold dollar interest rates nonfarm payrolls china,negative,0.07,0.89,0.04
20150303,gold ecb us jobs interest rates copper,negative,0.08,0.87,0.05
20150303,gold futures us dollar index china interest rates spdr gold trust commodities,negative,0.06,0.94,0.01
20150303,gold prices china demand us dollar spdr gold trust employment data,negative,0.11,0.89,0.01
20150303,natural gas prices weather storage futures,negative,0.07,0.92,0.01
20150303,crude oil us inventories iran saudi arabia market sentiment,negative,0.06,0.94,0.01
20150303,saudi arabia oil policy king salman prince abdulaziz supreme council,positive,0.71,0.23,0.06
20150303,grain futures soybeans wheat corn brazil,negative,0.42,0.55,0.03
20150304,copper china us dollar gold economic outlook,negative,0.41,0.59,0.01
20150304,gold us dollar ecb employment commodities,negative,0.01,0.99,0.0
20150304,gold ecb quantitative easing india interest rates,negative,0.07,0.91,0.01
20150304,gold prices india rate cut comex quantitative easing jobs report,negative,0.02,0.98,0.0
20150304,gold us jobs interest rates dollar china,negative,0.18,0.8,0.02
20150304,natural gas winter weather fuel demand storage futures,negative,0.1,0.89,0.01
20150304,crude oil stockpiles interest rates china india,negative,0.01,0.99,0.0
20150304,crude oil inventories rig count brent opec,negative,0.02,0.9,0.09
20150304,oil prices crude inventories wti cushing exxonmobil,negative,0.02,0.97,0.0
20150304,soybeans brazil futures wheat corn,positive,0.64,0.35,0.01
20150304,oil prices crude inventories wti brent opec,negative,0.02,0.98,0.0
20150305,oil train derailment galena bnsf railway rail safety,positive,0.99,0.0,0.0
20150305,crude oil brent inventories opec us dollar,negative,0.01,0.98,0.0
20150305,copper china gdp us dollar gold,positive,0.52,0.47,0.01
20150305,crude oil libya inventories volatility natural gas,negative,0.22,0.78,0.0
20150305,oil trains volatile gas north dakota federal regulation safety standards,positive,0.98,0.01,0.01
20150305,gold ecb bondbuying us jobs copper,negative,0.26,0.74,0.0
20150305,gold prices us jobs china growth quantitative easing ecb,positive,0.94,0.05,0.0
20150305,gold futures china growth ecb quantitative easing unemployment claims commodities,positive,0.57,0.43,0.0
20150305,gold ecb us dollar nonfarm payrolls copper,negative,0.07,0.93,0.0
20150305,natural gas futures storage weather demand,negative,0.05,0.87,0.08
20150305,crude oil central banks demand volatility libya,negative,0.18,0.81,0.0
20150305,soybeans futures us dollar brazil commodities,negative,0.04,0.96,0.0
20150305,oil prices ecb us dollar quantitative easing brent crude,negative,0.03,0.97,0.0
20150306,bp egypt natural gas investment energy crisis,positive,0.98,0.02,0.0
20150306,bp gulf mexico oil spill settlement fraud,positive,1.0,0.0,0.0
20150306,oil prices us jobs federal reserve dollar strength crude futures,positive,0.85,0.14,0.01
20150306,crude oil supply disruption libya iraq us jobs,positive,0.99,0.01,0.0
20150306,gold prices ecb quantitative easing us employment inflation,negative,0.04,0.96,0.0
20150306,gold federal reserve interest rates us jobs dollar,negative,0.19,0.8,0.01
20150306,iran oil prices sanctions exports nuclear talks,negative,0.1,0.9,0.0
20150306,brent crude libya iraq iran oil prices,negative,0.05,0.95,0.0
20150308,crude oil us dollar jobs report brent china trade,negative,0.28,0.71,0.0
20150308,gold us jobs federal reserve dollar commodities,negative,0.11,0.88,0.01
20150308,gold copper china trade us jobs interest rates,negative,0.09,0.9,0.0
20150308,wheat futures strong dollar global supply corn prices soybean exports,negative,0.14,0.84,0.01
20150308,natural gas futures storage heating demand weather,negative,0.05,0.94,0.01
20150308,crude oil china trade us jobs rig count oil prices,negative,0.11,0.88,0.01
20150309,brent crude opec us jobs oil inventories china trade,negative,0.05,0.94,0.0
20150309,brent crude us crude ecb venezuela oil prices,negative,0.08,0.86,0.06
20150309,copper china trade us jobs dollar index commodities,negative,0.08,0.92,0.0
20150309,gold interest rates greece us dollar china,neutral,0.28,0.31,0.42
20150309,gold interest rates us jobs dollar china trade,negative,0.09,0.9,0.01
20150309,gold prices china data interest rates quantitative easing greece bailout,negative,0.09,0.9,0.01
20150309,gold interest rates ecb dollar commodities,negative,0.18,0.77,0.05
20150309,natural gas prices storage demand weather,negative,0.06,0.93,0.01
20150309,crude oil inventories china wti opec,negative,0.01,0.98,0.0
20150309,oil prices wti crude cushing inventories opec goldman sachs,negative,0.02,0.98,0.0
20150309,wheat futures usda report corn prices soybean market global supply,negative,0.14,0.85,0.02
20150309,crude oil dollar rig count opec inventories,negative,0.07,0.7,0.23
20150310,brent crude us dollar oil inventories opec china inflation,negative,0.03,0.97,0.0
20150310,copper china producer prices us dollar gold,negative,0.46,0.54,0.0
20150310,crude oil eia production wti dollar,negative,0.08,0.91,0.0
20150310,oil prices brent wti us dollar inventories,negative,0.01,0.98,0.0
20150310,gold prices china data us dollar interest rates shanghai markets,negative,0.1,0.76,0.14
20150310,gold us dollar interest rates china commodities,negative,0.11,0.78,0.1
20150310,gold us dollar interest rates greece bailout commodities,negative,0.06,0.93,0.0
20150310,gold us dollar interest rates commodities china,negative,0.05,0.6,0.35
20150310,natural gas prices storage demand weather,negative,0.06,0.93,0.01
20150310,crude oil us inventories china data wti market volatility,negative,0.02,0.97,0.0
20150310,wheat futures usda report corn prices soybean stocks commodity markets,negative,0.2,0.78,0.02
20150310,crude oil inventories wti brent us dollar,negative,0.01,0.99,0.0
20150311,brent oil inventories us crude dollar price gap,negative,0.03,0.97,0.0
20150311,copper china stimulus factory output us dollar,negative,0.06,0.94,0.0
20150311,gold federal reserve interest rates us dollar commodities,negative,0.05,0.94,0.01
20150311,gold prices interest rates us dollar china demand federal reserve,negative,0.02,0.94,0.04
20150311,gold us dollar interest rates china economy commodities,negative,0.02,0.92,0.06
20150311,gold us dollar interest rates china economy copper,negative,0.07,0.84,0.09
20150311,natural gas inventories futures crude oil energy information administration,negative,0.0,0.99,0.01
20150311,crude oil inventories opec demand cushing,negative,0.06,0.93,0.0
20150311,oil prices wti brent inventories opec,negative,0.03,0.97,0.0
20150311,corn futures usda supply outlook soybeans wheat,negative,0.12,0.6,0.28
20150311,syrian rebels us legal authority bashar alassad war powers ash carter,positive,0.93,0.05,0.02
20150311,crude oil inventories dollar strength brent opec,negative,0.04,0.96,0.0
20150311,oil prices crude inventories us dollar brent crude supply glut,negative,0.05,0.95,0.0
20150312,crude oil us dollar brent inventories rate hike,negative,0.27,0.73,0.0
20150312,copper china stimulus gold us dollar,negative,0.18,0.82,0.0
20150312,gold dollar interest rates commodities economic data,negative,0.13,0.51,0.36
20150312,gold futures federal reserve interest rates us dollar metals market,negative,0.09,0.9,0.01
20150312,gold prices federal reserve interest rates china demand employment data,negative,0.14,0.85,0.01
20150312,gold retail sales interest rates us dollar commodities,negative,0.04,0.95,0.01
20150312,natural gas futures storage eia prices,negative,0.08,0.9,0.03
20150312,crude oil inventories retail sales houston refinery,negative,0.02,0.98,0.0
20150312,oil futures retail sales crude inventories wti houston shipping channel,negative,0.02,0.98,0.0
20150312,wheat corn soybeans usda futures,negative,0.13,0.86,0.01
20150312,oil prices retail sales crude inventories economic outlook brent crude,negative,0.05,0.94,0.01
20150313,crude oil retail sales us economy opec global supply,negative,0.1,0.89,0.0
20150313,oil prices iea crude inventories shale production us dollar,negative,0.03,0.96,0.01
20150313,gold us dollar federal reserve commodities economic data,negative,0.25,0.69,0.07
20150313,gold prices retail sales interest rates us economy metals trading,negative,0.07,0.91,0.02
